Platform,Game Summary,Publisher,3D,Title,Series,Series Order,Rating,Genre,Subgenre,IGN Score,Release Date,Developers,Players,Country of Purchase,Input Devices,Media Type,Special Edition,Discs,Packaging,Preordered,Quantity,Estimated Value,Purchase Price,Purchase Date,Condition,Notes,Barcode,Item ID,Date Added, Collection/Wishlist
DS,,Activision,No,Animal Planet: Emergency Vets,,,E,,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.50 ,4/26/2020,Used,"Complete in Case
eBay",47875757455,1433201,5/3/2020 21:24,Collection
DS,"Animals around the world are depending on YOU! Journey across the globe and become a world-renowned veterinary doctor. Take on the role of either Jack or Abani, young vets working under the guidance of Dr. Rogers. Volunteer at the local vet clinics across the world and treat a variety of different animals in different settings.",Activision,No,Animal Planet: Vet Collection,,,E,Simulation,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.47 ,9/28/2020,Used,"Complete in Case
Lukie Games",47875764187,1007107,10/3/2020 21:31,Collection
DS,,Activision,No,Animal Planet: Vet Life,,,E,Simulation,,,9/22/2009,Activision,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$8.97 ,2/16/2020,Used,"Complete in Case
Lukie Games",47875759534,1352160,2/23/2020 19:37,Collection
Sega Genesis,"The Brain stole Hollywood’s hottest new movie script. As the Warner Bros. CEO, I’m giving you (and the Animaniacs) the job of finding the script’s missing scenes by searching through 7 Warner Bros.’ movie sound stages filled with hilarious hijinks. Watch for Tinsel Town Traps and Movie Classic Power Ups scattered throughout the ”Ocean of Door”, ”Adventure Kingdom”, ”Sci-Fi Scene” and ”Fantastic Fantasy Zone”.",Konami,,Animaniacs,,,E,Adventure,,7.4,5/14/1994,Konami,1,United States,Controller Game Pad,Cartridge,,0,Cardboard Box,No,1,,,,,,96427011491,1044133,1/3/2019 15:06,Collection
DS,New,Dreamcatcher,,Animates!,,,E,,,,9/17/2007,Dreamcatcher,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$5.10 ,$5.10 ,5/31/2013,Complete In Case,Amazon,6.26E+11,1296915,1/3/2019 15:07,Collection
DS,,Ubisoft,No,Anno 1701: Dawn of Discovery,,,E,Strategy,,7.5,3/4/2008,Keen Games,4,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,,$6.29 ,8/6/2011,Complete In Case,???,8888164005,1162337,1/3/2019 18:29,Collection
DS,,Konami,,Ant Nation,,,E,"Simulation, Strategy",,,12/31/1969,ART Co.,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$12.49 ,$12.49 ,2/7/2014,Complete In Case,eBay,83717241577,1032643,1/3/2019 15:07,Collection
DS,,Bold Games,No,Aquarium DS,,,E,Simulation,,,12/31/1969,,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.89 ,1/19/2020,Used,"Complete in Case
eBay",8.28E+11,1092459,1/24/2020 23:00,Collection
Wii,,Ignition Entertainment,No,Arc Rise Fantasia,,,T,Role Playing Game,,8.5,7/27/2010,Image Epoch,1,United States,Motion Sensing Remote,DVD,No,1,Snap Case,No,1,$10.79 ,$10.79 ,7/13/2013,,,8.93E+11,1013837,1/3/2019 15:06,Collection
3DS,,GameMill Entertainment,No,Are You Smarter Than A 5th Grader,,,E,Trivia,,7.1,9/8/2015,Black Lantern Studios,1,United States,Handheld Console,Cartridge,,,Snap Case,,1,,$0.00 ,11/29/2019,Missing Manual,GameStop - Nacogdoches,8.35E+11,1180905,6/7/2021 21:42,Collection
DS,,THQ,No,Are You Smarter Than A 5th Grader: Back To School,,,E,Trivia,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$3.47 ,2/16/2020,Complete In Case,Lukie Games,7.85E+11,1206144,2/23/2020 19:44,Collection
DS,,THQ,No,Are You Smarter Than A 5th Grader: Game Time,,,E,Educational,,4,,THQ,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.74 ,1/23/2020,Used,"Complete in Case
Lukie Games",7.85E+11,915582,2/15/2020 21:47,Collection
DS,,THQ,,Are You Smarter Than A 5th Grader: Make The Grade,,,E,Educational,,5.5,12/31/1969,THQ,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$5.33 ,$5.33 ,4/18/2012,Complete In Case,eBay,7.85E+11,1391020,1/3/2019 20:17,Collection
DS,,THQ,No,Are You Smarter Than a 5th Grader?,,,E,Educational,,,12/31/1969,THQ,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.74 ,1/23/2020,Complete In Case,Lukie Games,7.85E+11,1180904,2/23/2020 23:46,Collection
DS,Used,Square Enix,,Arkanoid DS,,,E,Action,,,6/17/2008,Taito Corporation,4-Jan,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$4.58 ,$4.58 ,5/31/2013,Complete In Case,Amazon,6.62E+11,1194752,1/3/2019 20:17,Collection
Nintendo 64,,3DO,,Army Men: Sarges Heores 2,,,T,First Person Shooter,,5,9/27/2000,3DO,4-Jan,United States,Controller Game Pad,Cartridge,No,,Box Set,No,1,$12.00 ,$12.00 ,7/30/2012,,,7.91E+11,1574783,1/3/2019 15:06,Collection
DS,,Zoo,No,Army Men: Soldiers of Misfortune,,,E,Sandbox,,2.5,11/25/2008,"Destination Software, Inc.",,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$7.99 ,12/30/2019,Complete In Case,Game Over - I-35,8.02E+11,1545414,1/21/2020 22:09,Collection
DS,Learn to draw and paint,Nintendo,No,Art Academy,,,E,"Adult, Board, Educational",,"6,5",10/25/2010,Headstrong Games Ltd.,3,United Kingdom,Handheld Console,Cartridge,,,Snap Case,No,1,,$6.97 ,1/23/2020,Used,"Complete in Case
Lukie Games",45496741020,1031737,2/15/2020 23:27,Collection
3DS,Learn to draw and paint,Nintendo,No,Art Academy,,,E,"Adult, Board, Educational",,8,10/1/2012,Headstrong Games,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$5.40 ,2/23/2020,Complete In Case,GameStop - Dellview,45496742119,1031739,2/23/2020 22:19,Collection
Sega Genesis,,Sega,,Art Alive,,,E,Educational,,,1/1/1991,,1,France,Controller Game Pad,Memory Card,,,Thick Snap Case,No,1,,,,,,10086017038,1035966,1/3/2019 15:06,Collection
DS,Need new,Atari,,Arthur and The Invisibles,,,E,"Action, Adventure, Fantasy",,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$4.49 ,$4.49 ,12/28/2011,Complete In Case,???,7.43E+11,990895,1/3/2019 15:07,Collection
DS,,DSI Games,No,Artic Tale,,,E,Adventure,,,12/31/1969,,2,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$2.97 ,2/16/2020,Used,"Complete in Case
Lukie Games",8.02E+11,1044636,2/23/2020 19:56,Collection
DS,,Gameloft,No,Asphalt 2: Urban GT,,,E10+,Racing,,,12/31/1969,,4,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$11.97 ,2/16/2020,Used,"Complete in Case
Lukie Games",8888162896,1024751,2/23/2020 20:11,Collection
3DS,3DS Game,Ubisoft,Yes,Asphalt 3D,,,,Racing,,3,3/27/2011,Ubisoft,6,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$9.99 ,$9.99 ,11/28/2011,Opened to let mom’s students use,Amazon,8888166696,1058611,1/3/2019 21:49,Collection
DS,,Ubisoft,No,Asphalt: Urban GT,,,E,Racing,,5.5,11/17/2004,Gameloft,4,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,$5.00 ,$5.00 ,7/12/2013,Complete In Case,eBay,8888162193,952266,1/3/2019 20:18,Collection
Xbox 360,"Assassin’s Creed II is an epic historical action-adventure stealth video game developed by Ubisoft Montreal and published by Ubisoft for PlayStation 3, Xbox 360, Microsoft Windows and OS X. It is the second video game installment of the Assassin’s Creed series, and is a direct sequel to the 2007 video game Assassin’s Creed. The frame story is set in the 21st century, with player-controlled protagonist Desmond Miles escaping from Abstergo Industries with an employee, Lucy Stillman, after being forced to relive the genetic memories of ancestral assassin Altaïr Ibn-La’Ahad through a machine known as the ”Animus”. After escaping from Abstergo, Desmond enters a device which is more advanced than the original Animus, the Animus 2.0, and relives the genetic memories of ancestral nobleman Ezio Auditore da Firenze, who lived during the Renaissance period of the late 15th and early 16th centuries in Italy. The player controls Ezio, who becomes an Assassin after his father and brothers are murdered by a traitor to their family. While controlling Ezio, the player can explore game renditions of Italian cities, regions, and landmarks in open world gameplay.",Ubisoft,No,Assassin’s Creed 2,,,M,"Adventure, Stealth",,9.2,11/17/2009,Ubisoft Montreal,1,United States,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,,,,,,8888525349,1186498,1/3/2019 15:06,Collection
Xbox 360,#NAME?,Ubisoft,No,Assassin’s Creed Brotherhood,,,M,Adventure,,8,11/16/2010,Ubisoft,1,Mexico,Controller Game Pad,DVD,No,1,Colored Snap Case,No,1,,,,,,8888526254,1100780,1/3/2019 15:06,Collection
Wii U,"Assassin’s Creed III is a 2012 action-adventure video game developed by Ubisoft Montreal and published by Ubisoft for PlayStation 3, Xbox 360, Wii U, and Microsoft Windows. It is the fifth major installment in the Assassin’s Creed series, and a direct sequel to 2011’s Assassin’s Creed: Revelations. The game was released worldwide for PlayStation 3 and Xbox 360, beginning in North America on October 30, 2012, with a Wii U and Microsoft Windows release following in November 2012.

The plot is set in a fictional history of real world events and follows the centuries old struggle between the Assassins, who fight for peace with free will, and the Templars, who desire peace through control. The framing story is set in the 21st century and features series protagonist Desmond Miles who, with the aid of a machine known as the Animus, relives the memories of his ancestors to find a way to avert the 2012 apocalypse. The story proper is set in the 18th century, before, during and after the American Revolution from 1753 to 1783, and follows Desmond’s half-English, half-Mohawk ancestor, Ratonhnhaké:ton (/ˈrəduːnˈhəɡeɪduːn/), also known as Connor, as he fights the Templars’ attempts to gain control of the colonies.

Assassin’s Creed III is set in an open world and presented from the third-person perspective with a primary focus on using Desmond and Connor’s combat and stealth abilities to eliminate targets and explore the environment. Connor is able to freely explore 18th-century Boston, New York and the American frontier to complete side missions away from the primary storyline. The game also features a multiplayer component, allowing players to compete online to complete solo and team based objectives including assassinations and evading pursuers. Ubisoft developed a new game engine, Anvil Next, for the game.[11]

The game received mostly positive reviews from critics and was a massive commercial success, selling more than 12 million copies worldwide. A continuation of the series, entitled Assassin’s Creed IV: Black Flag, was released in October 2013, and follows Ratonhnhaké:ton’s grandfather - Edward Kenway - a pirate and Assassin operating in the Caribbean.[12]",Ubisoft,No,Assassin’s Creed III,,,M,"Action, Adventure, Stealth",,8.5,11/18/2012,Ubisoft Montreal,1,United States,Controller Game Pad,Blu-Ray Disc,,1,Colored Snap Case,No,1,,$0.00 ,12/28/2019,Complete In Case,GameStop - Nacogdoches,8888187233,1214326,3/2/2020 12:47,Collection
PS3,"18th century, North America. Amidst the chaos and violence of the French and Indian War, Shay Patrick Cormac, a fearless young member of the Brotherhood of Assassins, undergoes a dark transformation that will forever shape the future of the American colonies. After a dangerous mission gone tragically wrong, Shay turns his back on the Assassins who, in response, attempt to end his life.

Assassin’s Creed: Rogue is the darkest chapter in the Assassin’s Creed franchise yet. Follow your own creed and set off on an extraordinary journey through New York City, the wild river valley, and far away to the icy cold waters of the North Atlantic in pursuit of your ultimate goal -- bringing down the Assassins for good. For the first time ever, experience the Assassin’s Creed universe from the perspective of a Templar. The acclaimed naval components from previous Assassin’s Creed games have been enhanced in Assassin’s Creed Rogue. The game also gives players new weapons to use on both land and sea in pursuit of taking down the Assassins, including a new ship called the Morrigan.",Ubisoft,No,Assassin’s Creed Rogue,,,M,"Action, Adventure, Sandbox",,6.8,11/11/2014,Ubisoft,1,United States,Controller Game Pad,Blu-Ray Disc,Yes,1,Snap Case,No,1,,$0.00 ,12/29/2019,Complete In Case,GameStop - Bandera Point,47875770515,1436711,8/28/2020 11:10,Collection
DS,,Ubisoft,No,Assassin’s Creed: Altaïr’s Chronicles,,,T,Stealth,,7,2/5/2008,Gameloft,1,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$10.00 ,1/6/2020,Used,"Complete in Case
eBay",8888163398,1154086,1/20/2020 22:52,Collection
Xbox 360,"The critically acclaimed single-player experience of Assassin’s Creed is back and better than ever as Ezio returns in an epic struggle against the powerful Templar Order.

Now a legendary Master Assassin, Ezio must journey into Italy’s greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy. Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood that will rally to his side. Only by working together can the Assassins defeat their mortal enemies.

Assassin’s Creed Brotherhood offers a never-before-seen multiplayer layer. Players can help the Templars by using Abstergo to train in the art of Assassination to eliminate the Assassins once and for all. Players can choose from a wide range of unique characters, each with their own signature weapons and assassination techniques, and match their skills against other players from all over the world in different game modes.",Ubisoft,,Assassin’s Creed: Brotherhood Collector’s Edition,,,M,"Action, Adventure, Stealth",,8,11/16/2010,Ubisoft,1,United States,Controller Game Pad,DVD,Yes,2,Box Set,No,1,,,,,,8888596257,1562659,1/3/2019 15:06,Collection
Xbox 360,"Deux assassins légendaires. Une destinée unique. 

Constantinople, 1511. Le maître assassin Ezio Auditore marche sur les traces de son légendaire ancêtre Altaïr, et plonge au plus profond d’une quête remplie de révélations sur la lignée des assassins. 

Grâce a un important arsenal d’armes, maîtrisez les compétences mortelles d’un Ezio plus affûté et plus meurtrier que jamais. 
Personnalisez votre personnage dans le mode multijoueur en ligne. Grimpez dans la hiérarchie d’Abstergo a travers de tout nouveaux modes de jeu.",Ubisoft,No,Assassin’s Creed: Revelations Signature Edition,,,M,"Action, Adventure",,8.5,11/15/2011,Ubisoft Montreal,1,United States,Controller Game Pad,DVD,Yes,1,Colored Snap Case,No,1,$69.99 ,$69.99 ,11/15/2011,,,8888596844,1184231,1/3/2019 15:07,Collection
Game Boy Advance,"Known in Japan as Tetsuwan Atomu, the Treasure-developed GBA game is based off the new Astro Boy cartoon that’s currently airing on Japanese television. But even if you’re only familiar with Tezuka’s original manga or the 1980s show, you should recognize much of what’s included. The makers of the game created an original story by putting together bits and pieces from the various episodes of the TV show. It feels somewhat like a collage of all things Astro Boy that’s split into seven episodes each consisting of multiple gameplay and story sequences. The game itself takes two forms: side scrolling action and side scrolling shooting.",Sega,,Astro Boy Omega Factor,,,E,"Action, Platform, Side Scrolling",,8.8,8/17/2004,Treasure,1,United States,Handheld Console,Cartridge,No,,Cardboard Box,No,1,$30.00 ,$30.00 ,5/1/2013,Complete In Box,???,10086600278,1112367,1/3/2019 15:06,Collection
DS,"In the year of 3187, space pirates have taken over our solar system.",,,Astro Invaders,,,E,Action,,,12/31/1969,Zoo,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$8.99 ,$8.99 ,4/10/2012,Sealed In Case,Toys R Us,8.02E+11,1024121,1/3/2019 15:07,Collection
DS,,D3 Publisher,No,Astroboy,,,E,Action,,,12/31/1969,,,United States,Handheld Console,Cartridge,,,Snap Case,No,1,,$9.99 ,1/6/2020,Used,"Complete in Case
eBay",8.79E+11,934114,1/20/2020 21:56,Collection
DS,,Deep Silver,,Astrology DS,,,T,Simulation,,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$20.00 ,$20.00 ,8/8/2012,Complete In Case,Toys R Us,8.96E+11,1054496,1/3/2019 15:07,Collection
DS,,Atari,No,Atari Greatest Hits: Volume 1,,,E,Action,,6,11/2/2010,Code Mystics,2,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$0.00 ,$0.00 ,12/8/2011,Complete In Case,???,7.43E+11,1568284,1/3/2019 20:17,Collection
DS,,Atari,No,Atari Greatest Hits: Volume 2,,,E,Compilation,,N/A,8/11/2003,Atari,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$9.98 ,$9.98 ,7/30/2012,Sealed In Case,Toys R Us,7.43E+11,1369380,1/3/2019 20:17,Collection
DS,,NIS America,No,Atelier Annie: Alchemists of Sera Island,,,,Role Playing Game,,7.1,10/27/2009,Gust,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$11.69 ,$11.69 ,12/8/2011,Complete In Case,???,8.14E+11,959109,1/3/2019 20:17,Collection
3DS,,Limited Run Games,No,Atooi Collection,,,E,Compilation,,,8/7/2020,Atooi,2-Jan,United States,Handheld Console,Cartridge,Yes,1,Box Set,,1,,$69.99 ,3/9/2021,Sealed In Box,Limited Run Games,8.20E+11,1720575,6/7/2021 22:05,Collection
DS,,Marvelous Entertainment,No,Avalon Code,,,E10+,Role Playing Game,,8.3,10/9/2003,Matrix Software (Japan),1,United States,Handheld Console,Cartridge,No,1,Snap Case,No,1,$8.99 ,$8.99 ,4/22/2012,Complete In Case,???,8.53E+11,959114,1/3/2019 20:18,Collection
DS,"Showdown with the Fire Nation!
Join Aang and his friends as they battle to save the world.",Play THQ,,Avatar the Last Airbender: Into the Inferno,,,E,Action,,,12/31/1969,,,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$13.49 ,$13.49 ,7/27/2012,Complete In Case,GameStop,7.85E+11,969557,1/3/2019 15:07,Collection
DS,The earth kingdom is under attack and the last airbender is the answer!,THQ,No,Avatar: The Burning Earth,,,E,"Action, Adventure, Fighting",,6.5,10/16/2007,,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$11.69 ,$11.69 ,5/5/2012,Complete In Case,GameStop,7.85E+11,1341187,1/3/2019 19:44,Collection
DS,,Ubisoft,,Avatar: The Game,,,E10+,"Action, Adventure",,N/A,12/1/2009,Lightstorm Entertainment,1,United States,Handheld Console,Cartridge,No,,Snap Case,No,1,$6.66 ,$6.66 ,8/5/2012,Sealed In Case,Walmart,8888165439,989327,1/3/2019 20:18,Collection
