"Platform","Game Summary","Publisher","3D","Title","Series","Series Order","Rating","Genre","Subgenre","IGN Score","Release Date","Developers","Players","Country of Purchase","Input Devices","Media Type","Special Edition","Discs","Packaging","Quantity","Estimated Value","Purchase Price","Purchase Date","Condition","Notes","Barcode","Item ID","Date Added", Collection/Wishlist
"DS","PRE Owned","Warner Home Video Games","","Scooby-Doo! and the Spooky Swamp","","","","Action, Adventure","","","2010-09-14","Torus Games","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","$16.19","$16.19","2011-12-08","","","883929151103","1193128","2019-01-03 15:06:16",Collection
"DS","One of the players takes on the role of Mr. X. His job is to move from point to point around the map of London taking taxis, buses or subways. The detectives, the remaining players acting in concert, move around similarly in an effort to move into the same space as Mr. X. But while the criminal’s mode of transportation is nearly always known, his exact location is only known intermittently throughout the game.

Re-implemented as:
New York Chase
Mister X - Flucht durch Europa
Scotland Yard Swiss Edition
Similar to
The Fury of Dracula
Clue: The Great Museum Caper
Ghost Chase
Letters from Whitechapel
Garibaldi: The Escape","Mentor Interactive","","Scotland Yard","","","E10+","Board","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","$7.99","$7.99","2018-06-05","Complete In Case","Game Over - 410","851455002152","1195297","2019-01-03 15:07:33",Collection
"DS","","EA","No","Scrabble","","","E","Board","","7.4","2009-03-17","Electronic Arts","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$22.49","$22.49","2012-07-27","Used","Complete in Case","014633192339","1067093","2019-01-03 19:48:21",Collection
"DS","Scribblenauts goes by the concept, ”Anything you write, you can use.” The hero Maxwell has the power to utilize items in levels called Starites which allow him to later spawn material in the real world for his needs. Ladders, tools, weapons ... goldfish, even. If you can dream it, Maxwell can conjure it, and hopefully both of you can use it to solve your puzzles.","Warner Bros. Interactive","No","Scribblenauts","","","","Puzzle","","8.7","2009-09-15","5th Cell","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$11.69","$11.69","2011-12-11","Used","Complete in Case","883929085613","898919","2019-01-03 21:14:07",Collection
"DS","Think It! Write It! Solve It!

Try another word and watch an entirely different situation unfold.

Create your own levels and share with friends to see who has the craziest imagination. 

Hundreds of puzzles, endless possibilities. How many will you discover?

SCRIBBLENAUTS:
Help Maxwell solve puzzles by writing any object you can imagine, then watch it come to life.

SUPER SCRIBBLENAUTS:
Now add adjectives to your objects and create even more amazing solutions.","WB Games","No","Scribblenauts Collection","","","E10+","Puzzle, Sandbox, Side Scrolling, Strategy","","8.7","2009-09-15","5th Cell","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","","","Sealed In Case","???","883929325481","1306660","2019-01-03 19:48:00",Collection
"3DS","Genre - Puzzle

Players - 1

Release Date - November 2012

Other Platforms:
PC
Wii U","WB Games","Yes","Scribblenauts Unlimited","","","","Platform, Puzzle","","9.1","2012-11-13","5th Cell","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","$9.99","2014-04-30","Sealed In Case","Amazon","883929162130","1252806","2019-01-03 23:12:59",Collection
"3DS","SUPER POWER YOUR IMAGINATION!

Join Maxwell as he unites with Batman, Superman, and the rest of the Justice League to restore order to the DC Comics Universe! Challenge your imagination as you battle the mightiest villains through an exciting, action-filled adventure. Then, enjoy addictive replayability with all-new, dynamic puzzles that feature a different take on the mission depending on your location.

•Interact with thousands of DC Comics characters, objects and locales, such as Gotham City, Metropolis, Atlantis and more!

•Reference the Batcomputer for the names and descriptions of almost every object in the DC Comics Universe.

•Use the Hero Creator tool to create your own superhero (or super villain!) with any items in the DC Comics Universe.","WB Games","No","Scribblenauts Unmasked","","","E","Action, Adventure","","9.1","2013-09-24","WB Games","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$4.99","2019-06-05","Complete In Case","eBay","883929323319","1291379","2020-01-26 18:09:41",Collection
"DS","","THQ","","Scripps Spelling Bee","","","E","","","","1969-12-31","","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$2.59","$2.59","2018-12-31","Complete In Case","GameStop - Arbor Park","785138364117","1510633","2019-01-03 15:07:47",Collection
"DS","","Orbital Interactive","No","Scurge Hive","","","E10+","Action, Adventure, Fantasy","","7","2006-11-01","Southpeak Interactive","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$2.99","$2.99","2011-08-06","Used","Complete in Case
GameStop","612561900059","1362886","2019-01-03 21:13:32",Collection
"DS","Wii Remote, Nunchuck","DSI Games","No","Sea Monsters: A Prehistoric Adventure","","","E","Adventure","","","1969-12-31","DSI Games","1","United States","Handheld Console","Cartridge","","","Snap Case","1","","$7.97","2020-02-17","Used","Complete in Case
Lukie Games","802068101244","993890","2020-03-01 20:13:46",Collection
"DS","","Destineer","No","Sea Park Tycoon","","","E","Strategy","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$13.00","2020-01-12","Complete In Case","eBay","828068213152","1184534","2020-01-20 15:21:04",Collection
"PSP","","","","Secret Agent Clank And Dexter","","","E10+","Action, Adventure","","","1969-12-31","","1","United States","Handheld Console","UMD","Yes","1","Box Set","1","$5.00","$5.00","2013-10-04","","","711719876427","1455876","2019-01-03 15:07:04",Collection
"DS","The puzzles are very difficult as they do not seem to follow any kind of pattern or seem logical in any way. Of course this could be a personal thing but Ive tried and simply cant get on with it.","","","Secret Files: Tunguska","","","T","Adventure","","","1969-12-31","","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$8.99","$8.99","2012-04-05","Used","Complete in Case
GameStop","895678002018","1007749","2019-01-03 21:13:42",Collection
"DS","","","No","Secret Saturdays: Beasts of the 5th Sun","","","E10+","Adventure","","","1969-12-31","","","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$1.60","$1.60","2018-12-31","Complete In Case","GameStop - Huebner","879278320147","1391590","2019-01-03 20:00:13",Collection
"Xbox 360","Okay game","South Peak Interactive","","Section 8","","","T","Action, First Person Shooter","","7.5","2009-02-07","TimeGate Studios","1","United States","Controller Game Pad","DVD","No","1","Colored Snap Case","1","$6.29","$6.29","2013-06-07","","","612561700277","975693","2019-01-03 15:06:56",Collection
"3DS","Includes:
Altered Beast
Fantasy Zone II: The Tears of Opa-Opa (1987) 
Fantasy Zone II W (2008)* 
Galaxy Force II
Maze Walker
Power Drift
Puyo Puyo 2 (1994)

Sonic the Hedgehog (1991)

Thunder Blade


*Includes 
Game Mode: Tears of Opa-Opa

Endless Mode: Link Loop Land
","Sega","No","Sega 3D Classics Collection","","","E10+","Action, Compilation","","","2016-04-26","Sega","2","United States","Handheld Console","Cartridge","","","Snap Case","1","","$16.96","2019-06-15","Sealed In Case","eBay","010086611205","1475987","2020-01-26 18:10:58",Collection
"DS","Place your bets at the SEGA CASINO.

11 exciting games to choose from including Blackjack, Craps, Texas HoldEm Poker, Baccarat, Roulette and 7 Card Stud Poker.

Special wireless mode allows up to 5 players to compete at Blackjack, Texas HoldEm and Seven Card Stud.

Use both the touch screen and the control pad to build your winnings and beat the house.","Sega","","Sega Casino","","","T","Card","","","2005-10-01","Sega","4","United States","Handheld Console","Cartridge","No","","Snap Case","1","$3.00","$3.00","2011-12-10","Sealed In Case","???","010086670042","1020999","2019-01-03 15:06:02",Collection
"DS","","Sega","","Sega Superstars Tennis","","","E","Sports","","6.8","1969-12-31","Sega","4","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$4.99","$4.99","2011-08-06","Used","Complete in Case
GameStop","010086670172","895160","2019-01-03 19:47:46",Collection
"Wii","16","Sega","No","Sega Superstars Tennis","","","E10+","Fantasy, Sports","","6.4","2008-03-18","Sega","4","United States","Motion Sensing Remote","DVD","No","1","Snap Case","1","$3.00","$3.00","2014-05-04","","","010086650150","895159","2019-01-03 15:07:04",Collection
"Wii","Thousands stand before you. Thousands must die!","Capcom","","Sengoku Basara: Samurai Heroes","","","T","Hack n’ Slash","","","1969-12-31","Capcom","1","United States","Motion Sensing Remote","DVD","No","1","Snap Case","1","$8.99","$8.99","2013-07-12","","","013388350193","1031873","2019-01-03 15:06:55",Collection
"3DS","","XSEED Games","Yes","Senran Kagura 2: Deep Crimson (Double D Edition)","","","M","Action, Role Playing Game","","5.8","2015-09-15","Tamsoft","2","United States","Handheld Console","Cartridge","Yes","2","Box Set","1","","$27.05","2015-09-15","Sealed In Box","Best Buy","853466001766","1528594","2019-01-03 22:53:36",Collection
"DS","","WB Games","No","Sesame Street: Cookies Counting Carnival","","","eC","Educational","","","1969-12-31","","","United States","Handheld Console","Cartridge","Yes","","Box Set","1","","$11.99","2020-09-29","Sealed In Box","eBay","883929139972","1186891","2020-10-24 14:08:27",Collection
"DS","","WB Games","No","Sesame Street: Elmo’s Musical Monsterpiece","","","eC","","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.74","2020-02-17","Sealed In Case","Lukie Games","883929240050","1420898","2020-03-01 20:13:00",Collection
"Sega Genesis","Sin Instrucciones.","Sega","No","Shadow Dancer: The Secret of Shinobi","","","E","Action","","","1989-11-14","Sega AM7","1","United States","Controller Game Pad","Cartridge","No","0","Thick Snap Case","1","","","","","","010086011142","1162397","2019-01-03 15:06:12",Collection
"Gamecube","HERO or VILLAIN?

Uncover the truth about Sonic’s arch-rival Shadow the Hedgehog

To destroy or to protect? Shadow the Hedgehog carries a dark past that is shrouded in mystery. Embark on a journey to unveil his true identity. The way you play the game will determine the outcome of Shadow’s future.

Nothing gets in the way of Shadow!

Exhilarating action, speed & shooting!

Tons of missions, branching storylines, and multiple endings!","Sega","No","Shadow The Hedgehog","","","E10+","Action, Adventure, Platform","","4.9","2005-11-15","Sonic Team","2","United States","Controller Game Pad","Game Cube Disc","No","1","Snap Case","1","$8.99","$8.99","2012-08-18","","","010086610437","1388523","2019-01-03 15:06:37",Collection
"Xbox 360","Will not run on Windows 7","Microsoft Game Studios","","Shadowrun","","","M","Role Playing Game","","6.8","2007-05-29","Havok","1","United States","Controller Game Pad","DVD","No","1","Colored Snap Case","1","$1.79","$1.79","2013-03-01","","","882224344111","939245","2019-01-03 15:06:41",Collection
"Super NES","Will not run on Windows 7","Data East","No","Shadowrun","","","T","Role Playing Game","","","1994-12-06","Beam Software","1","United Kingdom","Controller Game Pad","Cartridge","No","0","Box Set","1","","","","","","013252011021","939238","2019-01-03 15:07:29",Collection
"DS","","Activision","","Shamu’s Deep Sea Adventures","","","E","Adventure","","","1969-12-31","","","United States","Handheld Console","Cartridge","No","","Snap Case","1","$3.99","$3.99","2013-08-11","Used","Complete in Case","047875751217","1124635","2019-01-03 15:07:01",Collection
"Sega Genesis","Complete in Case","Activision","","Shanghai","","","E","Puzzle","","","1969-12-31","Activision","2","United States","Controller Game Pad","Cartridge","No","","Thick Snap Case","1","","","","","","047875340015","975075","2019-01-03 15:05:59",Collection
"Wii U","","XSEED Games","No","Shantae 1/2 Genie Hero","","","T","Adventure, Platform, Side Scrolling","","8","2016-12-27","Wayforward","1","United States","Controller Game Pad","Blu-Ray Disc","Yes","1","Box Set","1","","$10.66","2019-01-06","Complete In Case - Slight Wear And Crushing","GameStop - Blanco
Includes soundtrack.  New to used at GameStop.  Box has some squished corners and wear.","853466001988","1516048","2019-01-06 20:43:10",Collection
"3DS","","Rising Star Games","No","Shantae and the Pirate’s Curse","","","E10+","Platform","","8.5","1969-12-31","WayForward Technologies","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","","$25.97","2016-09-15","Sealed In Case","Amazon","887195000233","1323748","2019-01-03 23:12:04",Collection
"DS","","D3 Publisher","No","Shaun The Sheep","","","E","","","","","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$11.99","2019-01-06","Used","Complete in Case
eBay","879278320109","1199129","2019-01-11 20:49:33",Collection
"DS","","Ubisoft","No","Shaun White Snowboarding","","","E","Simulation, Sports","","","","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$2.24","2020-01-24","Used","Complete in Case
Lukie Games","008888164302","902859","2020-02-15 23:43:18",Collection
"DS","","Zoo","No","Shawn Johnson Gymnastics","","","","Sports","","","1969-12-31","","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$3.47","2020-01-24","Used","Complete in Case
Lukie Games","802068103156","1050364","2020-02-12 14:58:30",Collection
"DS","","Graffiti Entertainment","","Shepherd’s Crossing 2","","","E","Simulation","","","2010-01-19","Graffiti Entertainment","1","United States","Handheld Console","Cartridge","No","","Snap Case","1","","","","Complete In Case","GameStop - Rolling Oaks Mall","891563001524","1202363","2019-01-03 15:07:33",Collection
"DS","Investigate the mysterious case of a missing archaeologist.","Nintendo","No","Sherlock Holmes : The Mystery Of The Mummy","","","E","Adventure","","6.5","2009-07-14","Infocom","","United States","Handheld Console","Cartridge","","","Snap Case","1","","$9.97","2020-01-24","Used","Complete in Case
Lukie Games","625904744913","1278191","2020-02-12 14:53:11",Collection
"DS","","Focus Home Interactive","No","Sherlock Holmes And The Mystery of Osbourne House","","","E10+","Action, Adventure","","4.8","1969-12-31","THQ","1","United States","Handheld Console","Cartridge","","1","Snap Case","1","","$11.00","2020-04-26","Complete In Case - Artwork Water Damaged","eBay","785138364469","1577171","2020-05-03 21:20:19",Collection
"3DS","","Aksys Games","Yes","Shifting World","","","E","Puzzle","","","2012-04-25","Fishing Cactus","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$7.79","$7.79","2013-05-23","Sealed In Case","Amazon","893610001587","1274330","2019-01-03 22:53:47",Collection
"3DS","","Atlus","Yes","Shin Megami Tensei IV: Apocalypse","","","M","Role Playing Game","","8.4","2016-09-20","Atlus","1","United States","Handheld Console","Cartridge","Yes","1","Snap Case","1","","$43.29","2016-09-20","Sealed In Case","Best Buy
Pin set included","730865300242","1579728","2019-01-03 22:55:00",Collection
"3DS","","Atlus","Yes","Shin Megami Tensei IV: Collector’s Edition","","","M","Role Playing Game","","8.5","2013-07-26","Atlus","1","United States","Handheld Console","Cartridge","Yes","0","Box Set","1","$49.99","$49.99","2013-07-26","Sealed In Box","???","730865300143","1579726","2019-01-03 22:55:11",Collection
"3DS","","Atlus","Yes","Shin Megami Tensei: Devil Summoner","","","M","Action, Adventure, Role Playing Game, Horror","","7.8","2013-04-16","Atlus","1","United States","Handheld Console","Cartridge","Yes","1","Box Set","1","$39.99","$39.99","2013-04-17","","","730865300136","1579731","2019-01-03 22:59:26",Collection
"DS","","Atlus","No","Shin Megami Tensei: Devil Survivor","","","T","Role Playing Game, Strategy","","8.7","2009-06-23","Atlus","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","","","","Used","Complete in Case","730865400348","946831","2019-01-03 21:13:51",Collection
"DS","","Atlus","No","Shin Megami Tensei: Devil Survivor 2","","","T","Role Playing Game, Strategy","","8.5","2012-02-28","Atlus","1","United States","Handheld Console","Cartridge","No","1","Snap Case","1","$29.99","$29.99","2012-07-27","Used","Complete in Case","730865400447","1213675","2019-01-03 21:13:59",Collection
"3DS","","Atlus USA","Yes","Shin Megami Tensei: Devil Survivor 2 Record Breaker (Limited Edition)","","","T","Role Playing Game","","7.9","2015-05-05","Atlus","1","United States","Handheld Console","Cartridge","Yes","1","Box Set","1","","$43.25","2015-08-04","Sealed In Box","Best Buy","730865300198","1579730","2019-01-03 23:00:56",Collection
"3DS","Complete in Case","Atlus","Yes","Shin Megami Tensei: Devil Survivor: Overclocked","","","M","Role Playing Game","","7.5","2011-08-23","Atlus","1","United States","Handheld Console","Cartridge","No","0","Snap Case","1","$39.99","$39.99","2011-08-23","","","730865300006","1165168","2019-01-03 22:55:26",Collection
"DS","","Atlus","No","Shin Megami Tensei: Strange Journey","","","M","Role Playing Game","","8.5","2010-03-23","Atlus","1","United States","Handheld Console","Cartridge","Yes","1","Box Set","1","","","","Sealed In Case","???","730865400355","995471","2019-01-03 21:14:14",Collection
